Code,Price,24hr Price Change,24hr % Change,24hr Low,24hr High,24hr Trading Volume,24hr Trading Volume % Change,Market Dominance,Market Rank,Market Cap,Fully Diluted Market Cap,Yesterday Low,Yesterday High,Yesterday Open,Yesterday Close,Yesterday Volume,7 Day Low,7 Day High,30 Day Low,30 Day High,90 Day Low,90 Day High,52 Week Low,52 Week High,All Time High,All Time High %,All Time Low,All Time Low %,Return on Investment,Cirulating Supply,Total Supply,Max Supply,About,Link
BTT,$0.001242,$0.00003981,3.31%,$0.001170,$0.001270,"$318,895,667.51",76.04%,,,,,$0.001170,$0.001273,$0.001250,$0.001213,"$167,603,414.01",$0.001060,$0.001481,$0.0003783,$0.001978,$0.0002719,$0.001978,$0.0001394,$0.001978,$0.001978,37.21%,$0.0001394,791.15%,935.08%,"989,971,007,878 BTT","990,000,000,000 BTT",No Data,"The live BitTorrent price today is $0.001242 USD with a 24-hour trading volume of $318,895,668 USD. BitTorrent is up 3.31% in the last 24 hours. The current CoinMarketCap ranking is #60, with a live market cap of $1,229,633,952 USD. It has a circulating supply of 989,971,007,878 BTT coins and the max. supply is not available.The top exchanges for trading in BitTorrent are currently Binance, Huobi Global, OKEx, HBTC, and BiKi. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/bittorrent/
BAT,$0.7975,$0.2020,33.93%,$0.5674,$0.8347,"$1,136,487,404.43",218.50%,,,,,$0.5559,$0.6279,$0.5821,$0.6021,"$356,482,435.59",$0.4440,$0.8347,$0.3042,$0.8347,$0.1823,$0.8347,$0.08884,$0.8347,$0.9807,18.68%,$0.06621,1104.58%,375.59%,"1,489,288,106 BAT","1,500,000,000 BAT",No Data,"The live Basic Attention Token price today is $0.797547 USD with a 24-hour trading volume of $1,136,487,404 USD. Basic Attention Token is up 33.93% in the last 24 hours. The current CoinMarketCap ranking is #61, with a live market cap of $1,187,776,892 USD. It has a circulating supply of 1,489,288,106 BAT coins and the max. supply is not available.The top exchanges for trading in Basic Attention Token are currently Binance, Huobi Global, OKEx, HBTC, and Hydax Exchange. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/basic-attention-token/
CEL,$4.85,$0.1993,4.28%,$4.50,$4.89,"$8,085,175.84",77.56%,,,,,$4.50,$4.91,$4.85,$4.51,"$5,514,753.73",$4.24,$5.23,$4.24,$6.14,$2.14,$6.80,$0.04928,$6.80,$6.80,28.65%,$0.02235,21621.46%,2118.26%,"238,863,520 CEL","695,658,161 CEL",No Data,"The live Celsius price today is $4.85 USD with a 24-hour trading volume of $8,085,176 USD. Celsius is up 4.28% in the last 24 hours. The current CoinMarketCap ranking is #62, with a live market cap of $1,159,385,776 USD. It has a circulating supply of 238,863,520 CEL coins and the max. supply is not available.The top exchanges for trading in Celsius are currently FTX, HitBTC, Hoo, BitMart, and Uniswap (V2). You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/celsius/
REN,$1.14,$0.03533,3.19%,$1.04,$1.16,"$140,080,679.90",3.43%,,,,,$1.04,$1.18,$1.15,$1.10,"$144,541,871.74",$0.8986,$1.26,$0.6087,$1.83,$0.2321,$1.83,$0.02781,$1.83,$1.83,37.38%,$0.01539,7332.54%,1333.62%,"996,163,051 REN","999,999,633 REN","1,000,000,000 REN","The live Ren price today is $1.14 USD with a 24-hour trading volume of $140,080,680 USD. Ren is up 3.19% in the last 24 hours. The current CoinMarketCap ranking is #64, with a live market cap of $1,139,808,411 USD. It has a circulating supply of 996,163,051 REN coins and a max. supply of 1,000,000,000 REN coins.The top exchanges for trading in Ren are currently Binance, Huobi Global, OKEx, HBTC, and BiKi. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/ren/
MATIC,$0.2295,$0.001088,0.48%,$0.2146,$0.2376,"$291,831,114.40",20.76%,,,,,$0.2146,$0.2501,$0.2501,$0.2319,"$355,424,276.97",$0.1597,$0.2516,$0.03933,$0.2516,$0.01478,$0.2516,$0.007011,$0.2516,$0.2516,8.81%,$0.003012,7520.10%,4976.07%,"4,966,397,110 MATIC","10,000,000,000 MATIC","10,000,000,000 MATIC","The live Polygon price today is $0.229483 USD with a 24-hour trading volume of $291,831,114 USD. Polygon is up 0.48% in the last 24 hours. The current CoinMarketCap ranking is #63, with a live market cap of $1,139,704,101 USD. It has a circulating supply of 4,966,397,110 MATIC coins and a max. supply of 10,000,000,000 MATIC coins.The top exchanges for trading in Polygon are currently Binance, Huobi Global, CoinTiger, FTX, and VCC Exchange. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/polygon/
ZRX,$1.45,$0.09924,7.36%,$1.29,$1.48,"$240,461,714.38",3.13%,,,,,$1.29,$1.43,$1.34,$1.36,"$263,572,514.59",$1.14,$1.59,$0.6592,$2.01,$0.3130,$2.01,$0.1186,$2.01,$2.53,42.82%,$0.1040,1292.31%,1196.62%,"750,407,232 ZRX","1,000,000,000 ZRX","1,000,000,000 ZRX","The live 0x price today is $1.45 USD with a 24-hour trading volume of $240,461,714 USD. 0x is up 7.36% in the last 24 hours. The current CoinMarketCap ranking is #65, with a live market cap of $1,086,193,421 USD. It has a circulating supply of 750,407,232 ZRX coins and a max. supply of 1,000,000,000 ZRX coins.The top exchanges for trading in 0x are currently Binance, Huobi Global, OKEx, BiKi, and BitZ. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/0x/
OKB,$16.88,$0.05600,0.33%,$16.63,$18.28,"$354,094,586.14",12.03%,,,,,$16.38,$17.80,$17.66,$16.93,"$338,331,334.12",$14.82,$19.36,$5.71,$23.43,$5.03,$23.43,$2.14,$23.43,$23.43,27.96%,$1.25,1246.97%,967.32%,"60,000,000 OKB","300,000,000 OKB",No Data,"The live OKB price today is $16.88 USD with a 24-hour trading volume of $354,094,586 USD. OKB is up 0.33% in the last 24 hours. The current CoinMarketCap ranking is #69, with a live market cap of $1,012,747,023 USD. It has a circulating supply of 60,000,000 OKB coins and the max. supply is not available.The top exchanges for trading in OKB are currently OKEx, HBTC, BiKi, Hydax Exchange, and Dsdaq. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/okb/
REV,$0.01232,$0.000004025,0.03%,$0.01230,$0.01235,"$3,789,954.90",28.37%,,,,,$0.01231,$0.01235,$0.01232,$0.01233,"$4,871,236.22",$0.01229,$0.01239,$0.01163,$0.01239,$0.01119,$0.01239,$0.01013,$0.03253,$4.49,99.73%,$0.01013,21.58%,75.36%,"85,061,485,690 REV","85,061,485,690 REV",No Data,"The live Revain price today is $0.012320 USD with a 24-hour trading volume of $3,789,955 USD. Revain is up 0.03% in the last 24 hours. The current CoinMarketCap ranking is #67, with a live market cap of $1,047,970,587 USD. It has a circulating supply of 85,061,485,690 REV coins and the max. supply is not available.The top exchanges for trading in Revain are currently HBTC, HitBTC, DigiFinex, KuCoin, and BitMart. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/revain/
ICX,$1.79,$0.1381,8.34%,$1.57,$1.83,"$162,791,824.88",16.66%,,,,,$1.57,$1.78,$1.68,$1.66,"$126,535,887.70",$1.31,$1.87,$0.7312,$2.46,$0.3274,$2.46,$0.1319,$2.46,$12.64,85.80%,$0.1069,1578.36%,339.38%,"591,905,960 ICX","800,460,000 ICX",No Data,"The live ICON price today is $1.79 USD with a 24-hour trading volume of $162,791,825 USD. ICON is up 8.34% in the last 24 hours. The current CoinMarketCap ranking is #66, with a live market cap of $1,062,352,816 USD. It has a circulating supply of 591,905,960 ICX coins and the max. supply is not available.The top exchanges for trading in ICON are currently Binance, Huobi Global, OKEx, CoinTiger, and Upbit. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/icon/
WAVES,$9.76,$0.2014,2.11%,$9.12,$9.99,"$90,688,857.04",19.49%,,,,,$9.12,$9.91,$9.52,$9.42,"$78,760,147.80",$8.40,$11.35,$6.75,$13.32,$5.04,$13.32,$0.6182,$13.32,$18.07,46.02%,$0.1227,7852.07%,632.18%,"104,478,244 WAVES","104,478,244 WAVES",No Data,"The live Waves price today is $9.76 USD with a 24-hour trading volume of $90,688,857 USD. Waves is up 2.11% in the last 24 hours. The current CoinMarketCap ranking is #68, with a live market cap of $1,019,281,959 USD. It has a circulating supply of 104,478,244 WAVES coins and the max. supply is not available.The top exchanges for trading in Waves are currently Binance, Huobi Global, OKEx, BiKi, and FTX. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/waves/
HBAR,$0.1277,$0.005307,4.34%,$0.1165,$0.1313,"$74,509,292.27",50.09%,,,,,$0.1165,$0.1270,$0.1252,$0.1235,"$62,712,586.27",$0.1046,$0.1418,$0.08454,$0.1594,$0.02956,$0.1594,$0.01985,$0.1594,$0.4160,69.31%,$0.01001,1174.98%,6.38%,"7,516,585,668 HBAR","50,000,000,000 HBAR",No Data,"The live Hedera Hashgraph price today is $0.127657 USD with a 24-hour trading volume of $74,509,292 USD. Hedera Hashgraph is up 4.34% in the last 24 hours. The current CoinMarketCap ranking is #72, with a live market cap of $959,542,265 USD. It has a circulating supply of 7,516,585,668 HBAR coins and the max. supply is not available.The top exchanges for trading in Hedera Hashgraph are currently Binance, Huobi Global, OKEx, VCC Exchange, and Upbit. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/hedera-hashgraph/
ENJ,$1.16,$0.3700,46.86%,$0.7506,$1.23,"$1,555,513,827.27",108.01%,,,,,$0.6598,$0.8809,$0.7001,$0.7979,"$770,233,443.27",$0.4813,$1.23,$0.3311,$1.23,$0.1181,$1.23,$0.03627,$1.23,$1.23,5.42%,$0.01562,7323.94%,4670.43%,"834,313,757 ENJ","1,000,000,000 ENJ","1,000,000,000 ENJ","The live Enjin Coin price today is $1.16 USD with a 24-hour trading volume of $1,555,513,827 USD. Enjin Coin is up 46.86% in the last 24 hours. The current CoinMarketCap ranking is #70, with a live market cap of $967,459,359 USD. It has a circulating supply of 834,313,757 ENJ coins and a max. supply of 1,000,000,000 ENJ coins.The top exchanges for trading in Enjin Coin are currently Binance, ZG.com, CoinTiger, Upbit, and VCC Exchange. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/enjin-coin/
BNT,$6.64,$1.04,18.55%,$5.37,$6.72,"$189,119,537.23",113.55%,,,,,$5.35,$5.75,$5.44,$5.52,"$87,615,204.47",$4.44,$6.72,$1.97,$6.77,$0.9227,$6.77,$0.1174,$6.77,$10.00,33.56%,$0.1174,5557.24%,48.03%,"145,327,945 BNT","145,327,945 BNT",No Data,"The live Bancor price today is $6.64 USD with a 24-hour trading volume of $189,119,537 USD. Bancor is up 18.55% in the last 24 hours. The current CoinMarketCap ranking is #71, with a live market cap of $965,336,548 USD. It has a circulating supply of 145,327,945 BNT coins and the max. supply is not available.The top exchanges for trading in Bancor are currently Binance, Huobi Global, OKEx, HBTC, and BitZ. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/bancor/
BTCB,"$50,773.09","$2,610.34",5.42%,"$47,108.15","$52,200.67","$29,241,991.57",5.36%,,,,,"$47,108.15","$49,827.20","$49,419.88","$48,435.50","$29,033,350.38","$41,546.06","$52,200.67","$33,422.52","$58,352.39","$9,572.72","$58,352.39","$4,275.29","$58,352.39","$85,563.99",40.66%,"$1,602.69",3067.99%,455.83%,"18,297 BTCB","22,501 BTCB",No Data,"The live Bitcoin BEP2 price today is $50,773.09 USD with a 24-hour trading volume of $29,241,992 USD. Bitcoin BEP2 is up 5.42% in the last 24 hours. The current CoinMarketCap ranking is #73, with a live market cap of $928,981,779 USD. It has a circulating supply of 18,297 BTCB coins and the max. supply is not available.The top exchanges for trading in Bitcoin BEP2 are currently HitBTC, PancakeSwap, BurgerSwap, JulSwap, and BEPSwap. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/bitcoin-bep2/
CHSB,$0.9409,$0.03741,4.14%,$0.8835,$0.9589,"$7,408,062.13",38.31%,,,,,$0.8820,$0.9260,$0.9120,$0.8966,"$6,022,507.42",$0.8173,$0.9701,$0.5852,$1.30,$0.1107,$1.30,$0.01051,$1.30,$1.30,27.49%,$0.004770,19627.84%,930.45%,"939,225,238 CHSB","1,000,000,000 CHSB",No Data,"The live SwissBorg price today is $0.940943 USD with a 24-hour trading volume of $7,408,062 USD. SwissBorg is up 4.14% in the last 24 hours. The current CoinMarketCap ranking is #74, with a live market cap of $883,757,541 USD. It has a circulating supply of 939,225,238 CHSB coins and the max. supply is not available.The top exchanges for trading in SwissBorg are currently HitBTC, KuCoin, Uniswap (V2), Bilaxy, and YoBit. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/swissborg/
RENBTC,"$51,089.82","$3,083.40",6.42%,"$47,153.81","$52,295.18","$35,448,647.61",317.79%,,,,,"$47,153.81","$50,012.13","$49,390.39","$48,122.71","$30,781,559.10","$43,496.59","$52,295.18","$33,594.65","$58,117.54","$17,625.53","$58,117.54","$9,012.08","$58,117.54","$58,117.54",12.09%,"$9,011.76",466.92%,458.97%,"17,159 RENBTC","17,159 RENBTC","13,698 RENBTC","The live renBTC price today is $51,089.82 USD with a 24-hour trading volume of $35,448,648 USD. renBTC is up 6.42% in the last 24 hours. The current CoinMarketCap ranking is #75, with a live market cap of $876,651,619 USD. It has a circulating supply of 17,159 RENBTC coins and a max. supply of 13,698 RENBTC coins.The top exchanges for trading in renBTC are currently Binance, Huobi Global, 1inch Exchange, Curve Finance, and Balancer. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/renbtc/
HUSD,$0.9996,$-0.0004031,0.04%,$0.9903,$1.00,"$1,323,376,431.12",6.61%,,,,,$0.9924,$1.00,$0.9998,$0.9984,"$1,210,833,441.28",$0.9781,$1.00,$0.9710,$1.01,$0.9710,$1.03,$0.8960,$1.08,$1.09,8.35%,$0.8960,11.57%,0.24%,"811,550,269 HUSD","811,550,269 HUSD",No Data,"The live HUSD price today is $0.999630 USD with a 24-hour trading volume of $1,323,376,431 USD. HUSD is down 0.04% in the last 24 hours. The current CoinMarketCap ranking is #78, with a live market cap of $811,250,095 USD. It has a circulating supply of 811,550,269 HUSD coins and the max. supply is not available.The top exchanges for trading in HUSD are currently MDEX, Hoo, Hotbit, Tokenlon, and Huobi Korea. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/husd/
DGB,$0.05920,$0.002488,4.39%,$0.05499,$0.06032,"$39,549,999.47",18.25%,,,,,$0.05499,$0.06155,$0.05904,$0.05732,"$43,786,953.31",$0.04831,$0.06457,$0.02897,$0.08970,$0.01778,$0.08970,$0.002532,$0.08970,$0.1429,58.57%,$0.00002028,291804.94%,3872.46%,"14,088,666,105 DGB","14,088,666,105 DGB","21,000,000,000 DGB","The live DigiByte price today is $0.059198 USD with a 24-hour trading volume of $39,549,999 USD. DigiByte is up 4.39% in the last 24 hours. The current CoinMarketCap ranking is #76, with a live market cap of $834,025,390 USD. It has a circulating supply of 14,088,666,105 DGB coins and a max. supply of 21,000,000,000 DGB coins.The top exchanges for trading in DigiByte are currently Binance, Huobi Global, OKEx, VCC Exchange, and Upbit. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/digibyte/
ONT,$1.01,$0.1098,12.18%,$0.8682,$1.03,"$408,243,852.42",35.36%,,,,,$0.8682,$0.9436,$0.9159,$0.9196,"$324,009,491.26",$0.7913,$1.06,$0.5814,$1.56,$0.3524,$1.56,$0.2250,$1.56,$10.00,89.89%,$0.2250,349.16%,61.46%,"807,932,992 ONT","1,000,000,000 ONT","1,000,000,000 ONT","The live Ontology price today is $1.01 USD with a 24-hour trading volume of $408,243,852 USD. Ontology is up 12.18% in the last 24 hours. The current CoinMarketCap ranking is #77, with a live market cap of $816,403,973 USD. It has a circulating supply of 807,932,992 ONT coins and a max. supply of 1,000,000,000 ONT coins.The top exchanges for trading in Ontology are currently Binance, Huobi Global, OKEx, HBTC, and BiKi. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/ontology/
STX,$1.07,$0.1094,11.39%,$0.9297,$1.10,"$20,426,503.71",3.44%,,,,,$0.9297,$1.03,$0.9790,$1.01,"$22,605,770.17",$0.8797,$1.19,$0.4299,$1.19,$0.2246,$1.19,$0.04501,$1.19,$1.19,9.90%,$0.04501,2277.17%,791.6%,"739,781,894 STX","973,705,260 STX","1,818,000,000 STX","The live Stacks price today is $1.07 USD with a 24-hour trading volume of $20,426,504 USD. Stacks is up 11.39% in the last 24 hours. The current CoinMarketCap ranking is #79, with a live market cap of $791,504,782 USD. It has a circulating supply of 739,781,894 STX coins and a max. supply of 1,818,000,000 STX coins.The top exchanges for trading in Stacks are currently Binance, VCC Exchange, Upbit, KuCoin, and Hoo. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/stacks/
CELO,$4.09,$0.1424,3.60%,$3.81,$4.20,"$16,347,651.24",8.13%,,,,,$3.81,$4.13,$3.99,$3.86,"$14,615,602.42",$3.57,$4.56,$2.80,$5.76,$1.36,$5.76,$0.7955,$5.76,$5.76,29.00%,$0.7955,414.45%,395%,"184,447,717 CELO","1,000,000,000 CELO","1,000,000,000 CELO","The live Celo price today is $4.09 USD with a 24-hour trading volume of $16,347,651 USD. Celo is up 3.60% in the last 24 hours. The current CoinMarketCap ranking is #81, with a live market cap of $754,875,206 USD. It has a circulating supply of 184,447,717 CELO coins and a max. supply of 1,000,000,000 CELO coins.The top exchanges for trading in Celo are currently Binance, OKEx, Upbit, Coinbase Pro, and CoinBene. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/celo/
FLOW,$32.85,$5.26,19.08%,$28.38,$34.00,"$117,298,838.99",10.51%,,,,,$26.81,$30.27,$28.49,$29.84,"$115,857,028.56",$18.34,$34.00,$8.01,$34.00,$1.50,$34.00,$1.50,$34.00,$34.00,3.40%,$1.50,2089.80%,32690.17%,"23,301,002 FLOW","1,338,178,865 FLOW","1,338,178,864 FLOW","The live Flow price today is $32.85 USD with a 24-hour trading volume of $117,298,839 USD. Flow is up 19.08% in the last 24 hours. The current CoinMarketCap ranking is #80, with a live market cap of $765,366,526 USD. It has a circulating supply of 23,301,002 FLOW coins and a max. supply of 1,338,178,864 FLOW coins.The top exchanges for trading in Flow are currently Huobi Global, OKEx, HitBTC, Kraken, and Hoo. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/flow/
NANO,$5.48,$0.3672,7.18%,$4.95,$5.65,"$39,625,682.68",27.22%,,,,,$4.95,$5.37,$5.32,$5.08,"$32,039,920.80",$4.67,$6.08,$3.40,$7.79,$0.9213,$7.79,$0.2886,$7.79,$37.62,85.43%,$0.006658,82232.40%,60111.68%,"133,248,297 NANO","133,248,297 NANO","133,248,298 NANO","The live Nano price today is $5.48 USD with a 24-hour trading volume of $39,625,683 USD. Nano is up 7.18% in the last 24 hours. The current CoinMarketCap ranking is #83, with a live market cap of $730,404,086 USD. It has a circulating supply of 133,248,297 NANO coins and a max. supply of 133,248,298 NANO coins.The top exchanges for trading in Nano are currently Binance, Huobi Global, OKEx, BiONE, and HitBTC. You can find others listed on our crypto exchanges page.",https://coinmarketcap.com/currencies/nano/
